,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
15114,204673167,7,16,8,"{'20-30': 6, '10-20': 9.3, '0-10': 9.3}","{'20-30': -2.9000000000000004, '10-20': 1, '0-10': 1.5}",204673167,KR,976,402,19033,"{'20-30': 354.20000000000005, '10-20': 141.5, '0-10': 61.599999999999994}","{'20-30': 1570.3000000000002, '10-20': 994.9, '0-10': 357.7}",4,0,False,False,False,False,False,False,1519655875722,1919,3128113592,8.4.218.8787,11268,"{'20-30': 316.5, '10-20': 386.5, '0-10': 291.4}",11350,CHALLENGER,0,3157,2055,3152,3158,3151,1058,3340,0,0,TOP,590,0,0,852,145064,22459,9115,11,/v1/stats/player_history/KR/204673167,9,0,9,0,8300,8400.0,18178,2026,20925,0,420,SOLO,11,0,14,4,29341691,가나시 홍크,4,291123,24486,35061,24741,266,0,0,118,1,0,127879,0,5020,0,0,32,4,3,18,False,"{'20-30': -238.3, '10-20': -17.899999999999977, '0-10': -8.800000000000011}","{'20-30': 449.4, '10-20': 524, '0-10': 464}",Tank,Vladimir,7,2,Mage,6,8,top,0.14285714285714285,0.21052631578947367,0.18716675248741757,0.0,0.19276018099547512,0.5156639354460303,0.17301596340375452,0.34615384615384615,0.08606640815495552,0.08392709196354599,0.3340143981355851,0.03225806451612903,0.43214866758502757,0.25713295598937275,0.28687263741838354,0.5141521197007481,0.31002331002331,0.19218241042345277,0.7059872470809065,0.0,0.729121278140886,0.11940298507462686,0.11428571428571428,0.11612903225806452,0.16279069767441862,0.2222222222222222,0.22684852835606603,0.0,0.3897529734675206,0.33554463781793287,0.1913140883526639,0.038461538461538464,0.034043373231307676,0.025996689464026793,0.3653895249504134,0.018518518518518517,0.46307219692211055,0.23602091093530278,0.33740087543103947,0.42001527883880824,0.5698689956331878,0.00750827182489183,0.42035178604886614,0.0,0.2847903783967777,0.16326530612244897,0.13333333333333333,0.1440677966101695
15116,206353515,7,18,164,"{'20-30': 8.9, '10-20': 8.3, '0-10': 7.8}","{'20-30': 2.9000000000000004, '10-20': -1, '0-10': -1.5}",206353515,KR,16408,8919,28226,"{'20-30': -354.20000000000005, '10-20': -141.5, '0-10': -61.599999999999994}","{'20-30': 1216.1, '10-20': 853.4, '0-10': 296.1}",2,1,False,False,False,True,False,False,1519655875722,1919,3128113592,8.4.218.8787,14500,"{'20-30': 652.5, '10-20': 315.4, '0-10': 259.8}",12133,MASTER,1,3074,2033,1055,3078,3194,3111,3340,2,6,TOP,0,4,2,844,1882,1795,16608,11,/v1/stats/player_history/KR/206353515,5,1,0,0,8200,8400.0,152122,16424,11471,0,420,SOLO,11,0,12,4,38120473,Morgan5358,26,184775,25090,28516,4173,269,0,0,255,1,0,30770,6870,436,5,0,25,0,6,11,True,"{'20-30': 238.3, '10-20': 17.899999999999977, '0-10': 8.800000000000011}","{'20-30': 687.7, '10-20': 541.9, '0-10': 472.8}",Tank,Camille,4,8,Fighter,6,3,top,0.14285714285714285,0.10526315789473684,0.24085178479477767,0.2608695652173913,0.19095022624434388,0.006690009420045145,0.31524400660554636,0.19230769230769232,0.7202439289992377,0.6803645401822701,0.18310533624914202,0.20967741935483872,0.274283619133574,0.263475694918458,0.23332078744538448,0.08672069825436408,0.3135198135198135,0.4153094462540717,0.1698732989206945,0.8223605458463011,0.06332607116920842,0.09328358208955224,0.0,0.07096774193548387,0.16279069767441862,0.1111111111111111,0.3815266810241685,0.20689655172413793,0.38609332113449224,0.0043532165690546906,0.3661758185339899,0.021367521367521368,0.29477329398688407,0.21074512722466734,0.1797293847332142,0.12037037037037036,0.28910993770938026,0.24250458902712624,0.26141021026599637,0.07084288260758849,0.5764192139737991,0.016225502672435735,0.10114424148393099,0.23869914179493415,0.024734781868724118,0.11564625850340136,0.0,0.0847457627118644
15092,209306576,4,16,114,"{'20-30': 6.699999999999999, '10-20': 7.6, '0-10': 6.3}","{'20-30': 1.3999999999999995, '10-20': -1.4999999999999996, '0-10': -1.9000000000000004}",209306576,KR,3566,2718,29287,"{'20-30': 458.5, '10-20': 129.8, '0-10': 77}","{'20-30': 1871.7, '10-20': 1053.2, '0-10': 433.70000000000005}",9,0,False,False,False,True,False,False,1519660543877,2001,3128195428,8.4.218.8787,13426,"{'20-30': 530.9000000000001, '10-20': 392.3, '0-10': 282.1}",12933,MASTER,1,3074,3026,1053,3078,3133,3111,3363,0,4,TOP,543,0,1,545,1162,507,17323,11,/v1/stats/player_history/KR/209306576,9,1,1,0,8300,8400.0,135311,14363,20264,0,420,SOLO,11,0,12,4,59250284,준기아기,7,148847,23433,38904,9652,212,0,0,93,7,0,12373,8562,1315,2,0,42,0,1,14,False,"{'20-30': 72, '10-20': -80.70000000000002, '0-10': -74.4}","{'20-30': 559.3, '10-20': 456.79999999999995, '0-10': 422.4}",Assassin,Fiora,3,10,Fighter,4,2,top,0.07017543859649122,0.34615384615384615,0.21570990183319677,0.17391304347826086,0.14060887512899897,0.0030253719879714124,0.3190415676740888,0.2571428571428571,0.6968400127717868,0.5971644769665724,0.266947701225135,0.06930693069306931,0.13742835300548062,0.2404617752693689,0.2755728705507349,0.16677033658165732,0.24339839265212398,0.09707724425887265,0.024509726239055504,0.6751833451620535,0.11995986133917168,0.16666666666666666,0.0,0.11570247933884298,0.09302325581395349,0.5,0.3301268245991864,0.13793103448275862,0.2493138151875572,0.0026877989655906217,0.3828615434878999,0.038461538461538464,0.26204968786923794,0.18429933404334492,0.3524086329804992,0.032407407407407406,0.2303395231365159,0.22471741254012045,0.38201999326591507,0.16385705797470504,0.4519650655021834,0.0059175362687706795,0.04067135846216048,0.29748792606233276,0.07460146366369774,0.23129251700680273,0.0,0.11016949152542373
15099,755064,9,17,8,"{'20-30': 5.300000000000001, '10-20': 9.1, '0-10': 8.2}","{'20-30': -1.3999999999999995, '10-20': 1.4999999999999996, '0-10': 1.9000000000000004}",755064,KR,8136,4370,14926,"{'20-30': -458.5, '10-20': -129.8, '0-10': -77}","{'20-30': 1413.2, '10-20': 923.4000000000001, '0-10': 356.70000000000005}",4,1,False,False,False,False,False,False,1519660543877,2001,3128195428,8.4.218.8787,14722,"{'20-30': 505.1, '10-20': 370.2, '0-10': 299.5}",13235,MASTER,0,3151,3152,3157,0,3165,3158,3340,2,9,TOP,802,6,2,742,187027,34945,10687,11,/v1/stats/player_history/KR/755064,8,0,8,0,8300,8200.0,20504,3005,17433,0,420,SOLO,11,0,4,14,1252821,GimGoon,7,365101,39306,31242,29007,255,0,0,172,1,0,157569,1356,3122,1,0,41,5,5,21,True,"{'20-30': -72, '10-20': 80.70000000000002, '0-10': 74.4}","{'20-30': 487.3, '10-20': 537.5, '0-10': 496.79999999999995}",Tank,Vladimir,7,2,Mage,6,8,top,0.15789473684210525,0.15384615384615385,0.23653218939284396,0.391304347826087,0.1914344685242518,0.48694169259408726,0.1968248706190029,0.22857142857142856,0.10559383658292906,0.12493763512389822,0.22965353708338823,0.06930693069306931,0.3370926462115728,0.4033453052847614,0.22129980520630424,0.5011922040223927,0.2927669345579793,0.17954070981210857,0.31212907571015414,0.10693162999763425,0.2848020434227331,0.1626984126984127,0.23809523809523808,0.17355371900826447,0.20930232558139536,0.2222222222222222,0.39215123235223737,0.3103448275862069,0.3394327538883806,0.4326084140598255,0.2279993465730088,0.03418803418803419,0.03857106984838251,0.038558762013524435,0.2968127098839379,0.032407407407407406,0.5840841577680067,0.3951071846452763,0.2930604093859211,0.492436974789916,0.5458515283842795,0.010944260626113514,0.5179459534085642,0.04711441576039749,0.17711465365632267,0.22448979591836735,0.16666666666666666,0.1694915254237288
15060,1890305,8,18,164,"{'20-30': 7.699999999999999, '10-20': 9.5, '0-10': 4.3}","{'20-30': 1.1, '10-20': -0.1999999999999993, '0-10': -2.8000000000000003}",1890305,KR,4652,3049,30559,"{'20-30': 54.500000000000114, '10-20': -194.99999999999994, '0-10': -128.20000000000002}","{'20-30': 1229.4, '10-20': 678.4000000000001, '0-10': 556.3}",8,1,False,False,False,False,False,False,1519666211922,2079,3128256077,8.4.218.8787,14423,"{'20-30': 474.3, '10-20': 409.2, '0-10': 238.1}",14383,CHALLENGER,0,3074,3052,1037,3111,3078,3053,3340,1,4,TOP,0,2,2,394,1133,1133,13670,11,/v1/stats/player_history/KR/1890305,35,8,20,0,8200,8300.0,186020,13241,19197,0,420,SOLO,11,0,12,4,2481136,JAG S0hwan,22,223725,21238,33154,2987,247,0,0,308,1,0,36572,6864,286,2,0,37,3,5,18,True,"{'20-30': -67.50000000000003, '10-20': 19.80000000000001, '0-10': -136.1}","{'20-30': 528.9, '10-20': 584.0999999999999, '0-10': 371.6}",Tank,Camille,4,8,Fighter,6,3,top,0.19047619047619047,0.27586206896551724,0.23605564648117838,0.21052631578947367,0.1074447777474775,0.0032593248911161102,0.23276008854077984,0.4117647058823529,0.7314694663992765,0.46633091498203844,0.24211123723041997,0.13836477987421383,0.33679676879837056,0.220343203369784,0.2272207030312999,0.07039664396314016,0.3001215066828676,0.1206896551724138,0.5866444234131631,0.797768479776848,0.03626220362622036,0.13120567375886524,0.08823529411764706,0.12857142857142856,0.18604651162790697,0.4444444444444444,0.37784158889686525,0.13793103448275862,0.18023787740164685,0.0026207196454510967,0.2976126578142867,0.14957264957264957,0.3607577565516315,0.16990235202032516,0.3314546061546317,0.10185185185185185,0.3528236887562814,0.20115503934218576,0.31525966863658,0.05070876835582718,0.5283842794759825,0.019597862051412573,0.12021602858467091,0.2384906709287377,0.01622510920746582,0.19727891156462585,0.1,0.1440677966101695
15069,6293499,6,17,14,"{'20-30': 6.6, '10-20': 9.7, '0-10': 7.1}","{'20-30': -1.1, '10-20': 0.1999999999999993, '0-10': 2.8000000000000003}",6293499,KR,4439,1100,74597,"{'20-30': -54.500000000000114, '10-20': 194.99999999999994, '0-10': 128.20000000000002}","{'20-30': 1174.8999999999999, '10-20': 873.4, '0-10': 684.5}",5,0,False,False,False,False,False,True,1519666211922,2079,3128256077,8.4.218.8787,13991,"{'20-30': 367.20000000000005, '10-20': 482, '0-10': 383.79999999999995}",14590,MASTER,0,3082,3800,3109,3190,3001,3047,3364,2,7,TOP,0,3,1,858,110632,10823,11167,11,/v1/stats/player_history/KR/6293499,0,0,0,0,8300,8400.0,43346,12246,20906,0,420,SOLO,11,0,12,4,9054348,미곤개 나갈꼬냐,82,167341,23070,35653,16976,243,0,0,1680,1,0,13362,0,3579,1,0,32,4,5,15,False,"{'20-30': 67.50000000000003, '10-20': -19.80000000000001, '0-10': 136.1}","{'20-30': 596.4, '10-20': 564.3, '0-10': 507.7}",Fighter,Sion,5,5,Tank,9,3,top,0.14285714285714285,0.1724137931034483,0.22898527004909983,0.3684210526315789,0.23397872920643578,0.3182573974880472,0.19014132470628298,0.0,0.1704455192481617,0.4312883003451433,0.26366502711565143,0.5157232704402516,0.2519160044138479,0.23935011308696283,0.24434758174503635,0.4000848436284792,0.29526123936816523,0.658307210031348,0.2143372740251199,0.0,0.45378470901483453,0.11347517730496454,0.11764705882352941,0.10714285714285714,0.13953488372093023,0.2777777777777778,0.35716678631251497,0.2413793103448276,0.39249771271729184,0.2559006670922734,0.23920095213647288,0.0,0.0830343742882893,0.1571349749143495,0.3650163979497653,0.37962962962962965,0.2605916954564489,0.22082076494520003,0.344274286245051,0.28819285289873525,0.519650655021834,0.10689742937134131,0.04392230597037003,0.0,0.20304078969762296,0.16326530612244897,0.13333333333333333,0.11864406779661017
14281,202484037,13,18,14,"{'30-end': 4.8, '20-30': 7.6000000000000005, '10-20': 8.5, '0-10': 7.4}","{'30-end': 3.1999999999999997, '20-30': 0.7000000000000006, '10-20': -0.5999999999999992, '0-10': -0.49999999999999956}",202484037,KR,4818,2349,81631,"{'30-end': -480.60000000000014, '20-30': -617.7, '10-20': 210.4999999999999, '0-10': -192.29999999999998}","{'30-end': 1868.2, '20-30': 991.9, '10-20': 1334.6999999999998, '0-10': 453.20000000000005}",6,0,False,False,False,False,False,False,1520149781802,2250,3134683017,8.4.218.8787,14479,"{'30-end': 524.6, '20-30': 409.79999999999995, '10-20': 346.79999999999995, '0-10': 285.7}",13375,UNRANKED,0,3193,3082,3194,3083,3110,3047,3340,0,3,TOP,0,0,1,368,123062,13709,22620,11,/v1/stats/player_history/KR/202484037,2,0,2,0,8300,8400.0,56457,12874,16143,0,420,SOLO,11,0,4,12,20200561,슬라임 Lv8,135,179624,26689,42875,12242,268,0,0,4097,1,0,105,105,4111,0,0,49,3,5,21,True,"{'30-end': 416.40000000000003, '20-30': 98.29999999999998, '10-20': -146.79999999999998, '0-10': -34.10000000000002}","{'30-end': 578.6, '20-30': 594.2, '10-20': 466.9, '0-10': 438.6}",Fighter,Sion,5,5,Tank,9,3,top,0.16049382716049382,0.18181818181818182,0.20405891057712636,0.1111111111111111,0.10316792823100644,0.32878783830719494,0.3850212765957447,0.044444444444444446,0.20638489208633093,0.34207519596120634,0.12830947517347174,0.38461538461538464,0.21936049571779062,0.20756888760995185,0.22042795154955067,0.21308222516187425,0.2987736900780379,0.7096830071020267,0.0006139991813344249,0.0358729074137342,0.4135814889336016,0.17562724014336917,0.11538461538461539,0.13815789473684212,0.3023255813953488,0.3333333333333333,0.3805216558985403,0.10344827586206896,0.16834400731930466,0.2846522515520767,0.5064759282163777,0.008547008547008548,0.10855571149657309,0.16519317875611103,0.2714793503662536,0.625,0.28068401905360135,0.259669160664255,0.42812525397949586,0.20782616076733723,0.574235807860262,0.26068974293713415,0.0003451460954115292,0.0036482401584378584,0.2332217620695524,0.2789115646258503,0.1,0.1694915254237288
14288,1551766,11,17,48,"{'30-end': 1.6, '20-30': 6.9, '10-20': 9.1, '0-10': 7.9}","{'30-end': -3.1999999999999997, '20-30': -0.7000000000000006, '10-20': 0.5999999999999992, '0-10': 0.49999999999999956}",1551766,KR,10770,10770,75545,"{'30-end': 480.60000000000014, '20-30': 617.7, '10-20': -210.4999999999999, '0-10': 192.29999999999998}","{'30-end': 2348.8, '20-30': 1609.6, '10-20': 1124.2, '0-10': 645.5}",5,0,False,False,True,False,False,False,1520149781802,2250,3134683017,8.4.218.8787,15707,"{'30-end': 226, '20-30': 397.9, '10-20': 604.5, '0-10': 304.1}",14500,DIAMOND,0,3025,3074,3075,3194,1028,3047,3340,1,6,TOP,0,4,1,980,9556,6602,15482,11,/v1/stats/player_history/KR/1551766,29,10,11,0,8400,8000.0,195280,20279,35294,0,420,SOLO,11,0,12,4,2110301,2018미안해,57,206376,26881,51417,20552,257,0,0,914,1,0,1540,0,639,4,0,22,0,3,17,False,"{'30-end': -416.40000000000003, '20-30': -98.29999999999998, '10-20': 146.79999999999998, '0-10': 34.10000000000002}","{'30-end': 162.2, '20-30': 495.9, '10-20': 613.7, '0-10': 472.70000000000005}",Tank,Trundle,5,7,Fighter,6,2,top,0.13580246913580246,0.15151515151515152,0.22136565428792898,0.2222222222222222,0.27474067844126715,0.025531005370167517,0.26352340425531917,0.6444444444444445,0.713867930046207,0.538833532615916,0.2805274494686559,0.1623931623931624,0.25203058424405844,0.2090621330077229,0.2643438830279474,0.35772470932256495,0.28651059085841696,0.1583232288238351,0.009005321326238231,0.0,0.06428571428571428,0.07885304659498207,0.0,0.1118421052631579,0.2558139534883721,0.2777777777777778,0.4392916965781287,0.20689655172413793,0.44830741079597436,0.02210379252597589,0.3398987188163637,0.12393162393162394,0.37878289441668433,0.2602106938010855,0.6475717287563088,0.2638888888888889,0.3244444880653266,0.2617301974086757,0.527302070150588,0.3489007724301842,0.5502183406113537,0.05815729193178926,0.005062142732702428,0.0,0.036251205536960346,0.09523809523809523,0.0,0.13559322033898305
14272,202484037,2,18,114,"{'30-end': 13.4, '20-30': 11.5, '10-20': 10.6, '0-10': 8.6}","{'30-end': 7.4, '20-30': 2.9000000000000004, '10-20': 0.9000000000000004, '0-10': 3.5}",202484037,KR,25183,12270,30419,"{'30-end': -217.79999999999995, '20-30': 398.20000000000005, '10-20': 229.09999999999997, '0-10': -150.10000000000002}","{'30-end': 1351.2, '20-30': 1226, '10-20': 1019.6, '0-10': 482.9}",3,1,False,False,False,False,False,True,1520169395033,2221,3135302440,8.4.218.8787,20535,"{'30-end': 525, '20-30': 610.4000000000001, '10-20': 648, '0-10': 352.3}",23228,UNRANKED,1,3074,3139,3078,3508,3046,3111,3364,1,5,TOP,767,4,2,1201,5829,1503,15484,11,/v1/stats/player_history/KR/202484037,57,31,15,0,8300,8200.0,347982,21522,23226,0,420,SOLO,11,0,4,12,20200561,슬라임 Lv8,15,384383,37239,38867,11549,387,0,0,272,4,0,30572,14213,156,5,0,67,5,8,35,True,"{'30-end': 364.4, '20-30': 118.30000000000001, '10-20': 131.50000000000003, '0-10': 63.30000000000001}","{'30-end': 751, '20-30': 766.8, '10-20': 651, '0-10': 441.20000000000005}",Assassin,Fiora,3,10,Fighter,4,2,top,0.06451612903225806,0.21428571428571427,0.3001885771923926,0.4166666666666667,0.22211947475494728,0.014693945459220457,0.33426159791032534,0.9661016949152542,0.8360851889938588,0.7556616691829641,0.25215503202692435,0.09146341463414634,0.3722776477288025,0.41633406003689416,0.2530057739501761,0.1577818460025138,0.3319039451114923,0.1241442263806481,0.13920724904947293,0.8635921740187144,0.01027329601580507,0.19197707736389685,0.13513513513513514,0.1881720430107527,0.046511627906976744,0.16666666666666666,0.6703517587939698,0.1724137931034483,0.5494053064958829,0.013482943348044523,0.3399453921728781,0.24358974358974358,0.6760263719835633,0.2761602915324702,0.410577168555213,0.06944444444444445,0.6156253271566164,0.3729188359436221,0.3815904050900394,0.1960614548849843,0.834061135371179,0.017307202850598117,0.10049339456115496,0.4938327368750217,0.008850059567708629,0.4013605442176871,0.16666666666666666,0.288135593220339
14277,4633492,3,17,57,"{'30-end': 6, '20-30': 8.6, '10-20': 9.7, '0-10': 5.1}","{'30-end': -7.4, '20-30': -2.9000000000000004, '10-20': -0.9000000000000004, '0-10': -3.5}",4633492,KR,4795,0,57722,"{'30-end': 217.79999999999995, '20-30': -398.20000000000005, '10-20': -229.09999999999997, '0-10': 150.10000000000002}","{'30-end': 1569, '20-30': 827.8, '10-20': 790.5, '0-10': 633}",3,0,False,False,False,False,False,False,1520169395033,2221,3135302440,8.4.218.8787,12012,"{'30-end': 265.6, '20-30': 400.6, '10-20': 365.8, '0-10': 198.8}",11875,PLATINUM,0,3143,3082,3076,3110,3068,3047,3363,1,2,TOP,26,2,1,932,133455,13072,6939,11,/v1/stats/player_history/KR/4633492,0,0,0,0,8400,8300.0,31220,2921,21271,0,420,SOLO,11,0,4,12,5980554,KSV Bury,61,171986,15993,38026,18894,270,0,0,1140,1,0,7310,0,9815,0,0,33,1,10,14,False,"{'30-end': -364.4, '20-30': -118.30000000000001, '10-20': -131.50000000000003, '0-10': -63.30000000000001}","{'30-end': 386.6, '20-30': 648.5, '10-20': 519.5, '0-10': 377.9}",Mage,Maokai,3,3,Tank,8,6,top,0.0967741935483871,0.21428571428571427,0.17559606473021766,0.16666666666666666,0.17236915110042536,0.3364179947264138,0.1497959976685448,0.0,0.07501129253923557,0.1025596011376005,0.23093040929323636,0.3719512195121951,0.16656965454321818,0.17880261613281906,0.24753126200193984,0.25812885950051917,0.23156089193825044,0.5203103605659516,0.03328552239145778,0.0,0.6463615409944024,0.09455587392550144,0.02702702702702703,0.07526881720430108,0.06976744186046512,0.16666666666666666,0.2624551328068916,0.06896551724137931,0.4263494967978042,0.30869209204207954,0.14053347646495998,0.0,0.059430397857227674,0.037480913092014935,0.3721843640148465,0.2824074074074074,0.2681899078726968,0.14485223869381797,0.3718259819572966,0.3207537560478737,0.5786026200873362,0.07253754135912446,0.024028742451983606,0.0,0.5568162478016679,0.17006802721088435,0.03333333333333333,0.11016949152542373
14267,210167931,2,16,157,"{'20-30': 7.1000000000000005, '10-20': 6.1, '0-10': 5.1}",,210167931,KR,14913,3160,19598,,"{'20-30': 1092.2, '10-20': 874.3, '0-10': 570}",10,0,False,False,False,False,False,False,1520172253509,1922,3135349211,8.4.218.8787,11592,"{'20-30': 438.29999999999995, '10-20': 301.6, '0-10': 206.4}",10135,UNRANKED,0,3006,3140,0,1055,3046,3031,3340,0,2,TOP,543,0,1,294,13878,497,8925,11,/v1/stats/player_history/KR/210167931,12,0,2,0,8000,8100.0,158486,7322,16805,0,420,SOLO,11,0,4,12,66840149,우순모삼다,11,175915,7819,27084,4520,201,0,0,148,1,0,3550,0,1352,1,0,24,1,6,12,True,,"{'20-30': 617.3, '10-20': 371.6, '0-10': 315.2}",Assassin,Yasuo,10,8,Fighter,4,4,top,0.044444444444444446,0.38461538461538464,0.18156188328164646,0.125,0.08903694730466384,0.047058903315282445,0.20962021748831527,0.1875,0.3424236662662368,0.2937730701332049,0.31721313022632464,0.11224489795918367,0.18605558769620634,0.10134408253729603,0.27284541379136656,0.11705599005542032,0.24158653846153846,0.06757990867579909,0.018908122503328895,0.0,0.36481381543443064,0.09448818897637795,0.03125,0.08633093525179857,0.046511627906976744,0.5555555555555556,0.2423546302943288,0.06896551724137931,0.1344922232387923,0.032100924306769925,0.18688011948379268,0.05128205128205128,0.30716119651098733,0.0939524976582449,0.2844798805993598,0.05092592592592592,0.27461689960217756,0.05710789312665715,0.24478398681048194,0.07673372379254732,0.4279475982532751,0.00941715449223721,0.011669225130580272,0.0,0.07670051625347478,0.10884353741496598,0.03333333333333333,0.09322033898305085
14234,4255460,16,18,14,"{'30-end': 8.2, '20-30': 6.4, '10-20': 7.3, '0-10': 6.300000000000001}","{'30-end': -1.1000000000000005, '20-30': -4.1, '10-20': -2.6000000000000005, '0-10': -1.1999999999999997}",4255460,KR,6126,5262,58350,"{'30-end': -30.80000000000001, '20-30': 126.80000000000007, '10-20': 74.49999999999997, '0-10': -16.599999999999966}","{'30-end': 1139.9, '20-30': 1279.7, '10-20': 555.7, '0-10': 615.9000000000001}",3,0,False,True,True,False,False,False,1520256489768,2458,3135928790,8.4.218.8787,15659,"{'30-end': 382.6, '20-30': 411.8, '10-20': 302.4, '0-10': 318.9}",15125,MASTER,0,3107,3800,3143,3083,3194,3047,3340,0,2,TOP,0,0,1,774,113148,5936,12210,11,/v1/stats/player_history/KR/4255460,0,0,0,0,8200,8400.0,103655,9446,25015,0,420,SOLO,11,0,12,4,5186173,KM  jun,39,216804,15383,38191,13059,289,0,0,2214,5,0,0,0,966,2,0,38,3,3,23,True,"{'30-end': 95.39999999999998, '20-30': -107.69999999999999, '10-20': -116.60000000000002, '0-10': 25.600000000000023}","{'30-end': 651.7, '20-30': 549.3, '10-20': 449.5, '0-10': 448.3}",Fighter,Sion,5,5,Tank,9,3,top,0.25,0.0967741935483871,0.21482172499416954,0.13333333333333333,0.19820742637644045,0.24275321120009954,0.17563543779398438,0.0,0.27633669595632143,0.2594912367452338,0.2591180766322419,0.15853658536585366,0.18653962474220062,0.14667938021454113,0.21945445247001902,0.17922430830039526,0.2752380952380952,0.6217354675652906,0.0,0.0,0.12132629992464206,0.12297734627831715,0.08571428571428572,0.13142857142857142,0.37209302325581395,0.16666666666666666,0.4369944962909787,0.06896551724137931,0.35407136322049404,0.2617203763843784,0.2635411075587501,0.0,0.20042941095173117,0.12120667753069944,0.44571002140570687,0.18055555555555555,0.3415024340452261,0.13830415320373132,0.37374171301187753,0.2216959511077158,0.6200873362445415,0.14087554085008908,0.0,0.0,0.05480229193850343,0.20408163265306123,0.1,0.1864406779661017
